"gene","module"
"CACNG5","turquoise"
"NKX6-3","turquoise"
"C12orf51","turquoise"
"USP24","yellow"
"SETD1B","green"
"CEP192","yellow"
"STRC","turquoise"
"PIP4K2C","green"
"PTBP1","blue"
"CCDC154","turquoise"
"PTP4A2","blue"
"INCA1","turquoise"
"SSX6","turquoise"
"PRR25","turquoise"
"OR52R1","turquoise"
"OR1L1","turquoise"
"FAM58B","turquoise"
"BAX","green"
"OR2M1P","turquoise"
"OR1N1","turquoise"
"OR10G7","turquoise"
"OR2T6","turquoise"
"PABPN1L","turquoise"
"MBD3L5","turquoise"
"MORF4","grey"
"HIST2H2AA3","black"
"LOC402644","turquoise"
"FAM136B","turquoise"
"RPS28","blue"
"HIST2H4A","grey"
"LCE3B","turquoise"
"HNRNPA2B1","brown"
"ERP29","blue"
"COPS8","yellow"
"HIST1H1C","turquoise"
"SRA1","black"
"APRT","blue"
"ITM2A","blue"
"C1R","turquoise"
"C17orf89","blue"
"UBR5","brown"
"RAB8A","green"
"TMEM223","blue"
"TBRG1","yellow"
"LRRC58","yellow"
"STAT6","green"
"TMEM87A","brown"
"LARP4B","red"
"SURF6","blue"
"WDR3","blue"
"RAB9A","yellow"
"GEMIN5","blue"
"SNX2","yellow"
"STX10","green"
"PLIN2","brown"
"SPPL3","green"
"ETS2","brown"
"VRK2","brown"
"TRIP11","brown"
"GORASP2","blue"
"KIAA1370","yellow"
"BCAS2","yellow"
"DENND5A","brown"
"KIAA0100","blue"
"TBCC","brown"
"HIBCH","yellow"
"SMARCC1","blue"
"SETX","green"
"DHX34","green"
"SBDS","yellow"
"LRP10","grey"
"C18orf21","brown"
"ATF7IP","green"
"E2F3","brown"
"MAP2K3","turquoise"
"SRD5A1","grey"
"TEX261","grey"
"METTL14","yellow"
"BCL2L13","turquoise"
"RPS6KA3","brown"
"FAM13A","green"
"DNPEP","blue"
"LACTB2","yellow"
"TMEM199","brown"
"GTF3C1","blue"
"PHF3","green"
"BRD4","turquoise"
"ASPM","grey"
"UBXN4","brown"
"RPS6KB2","grey"
"ARRB1","blue"
"C20orf177","red"
"RXRA","turquoise"
"AQR","blue"
"PPP1R13B","turquoise"
"C17orf48","yellow"
"RGL3","turquoise"
"HLA-DRA","blue"
"SPINT2","red"
"RPN1","green"
"UGDH","yellow"
"ASNSD1","brown"
"WBP11","blue"
"PLEK","black"
"RLF","brown"
"PHACTR1","grey"
"PBXIP1","green"
"ARPC2","black"
"CINP","red"
"C18orf32","brown"
"SGSM3","turquoise"
"GPR172A","grey"
"CRYZL1","yellow"
"UBE2B","brown"
"PPID","brown"
"ST6GALNAC2","green"
"LTBP3","blue"
"GCSH","yellow"
"FBXO6","grey"
"HBXIP","red"
"DRG2","blue"
"CGGBP1","brown"
"AP3S1","brown"
"DNAJC1","yellow"
"TTLL5","turquoise"
"ANKRD32","brown"
"ANKRD50","brown"
"IGSF6","red"
"HSPA9","yellow"
"LAPTM5","green"
"PRDX1","blue"
"C11orf59","red"
"CPT2","red"
"AP3D1","blue"
"BIRC6","green"
"POC1A","turquoise"
"TSEN2","blue"
"ASCL2","blue"
"CORO1A","green"
"EBNA1BP2","blue"
"MARCKS","brown"
"CNOT8","brown"
"MED10","yellow"
"SELS","yellow"
"MEPCE","blue"
"FAM43A","blue"
"MTERFD2","blue"
"RABGEF1","red"
"CCAR1","yellow"
"ACAT1","yellow"
"USP42","yellow"
"DOPEY1","yellow"
"PARK7","blue"
"EZR","yellow"
"PSAT1","grey"
"RAB10","brown"
"MCM3","blue"
"PRDX6","turquoise"
"CD83","grey"
"DCTN6","brown"
"BRF2","yellow"
"NFKBIE","blue"
"ARHGEF1","green"
"NFIL3","black"
"GPR137B","brown"
"TAB2","brown"
"RNF115","yellow"
"DIP2C","grey"
"PMS2","blue"
"ZSCAN29","yellow"
"ATP7A","brown"
"S100A6","red"
"ANXA5","brown"
"RDH11","yellow"
"DDX1","yellow"
"SAT1","brown"
"CRTAP","blue"
"STIP1","blue"
"ALDH1A1","blue"
"FLOT1","red"
"ACO2","turquoise"
"DNAJC15","yellow"
"CDKN2C","red"
"PLAA","brown"
"COMMD10","yellow"
"DCTPP1","blue"
"CDC6","grey"
"PTDSS1","blue"
"SIAH2","turquoise"
"PRPF38A","brown"
"LPAR6","yellow"
"IPO9","blue"
"CEBPB","black"
"UPF3A","yellow"
"TRMT6","red"
"TAF3","blue"
"BNIP3","yellow"
"KDM6A","brown"
"PPBP","grey"
"LRRC6","brown"
"SLC36A4","brown"
"THEM4","blue"
"LIN7A","red"
"TMEM65","brown"
"TARSL2","blue"
"HNRNPH1","yellow"
"ENO2","turquoise"
"PTCD3","blue"
"DHX9","yellow"
"NAMPT","brown"
"S100A10","blue"
"DHX15","yellow"
"KPNB1","green"
"XRN2","black"
"EIF4A1","blue"
"PRKAR1B","turquoise"
"TLN1","black"
"EIF3G","blue"
"CHCHD10","blue"
"SORL1","black"
"APEH","blue"
"FKBP8","turquoise"
"CEBPD","black"
"NID1","grey"
"March 5","brown"
"PPP1R12C","black"
"COX11","yellow"
"FBXO11","brown"
"ZNF22","blue"
"ZNF143","brown"
"GLS","yellow"
"C16orf72","brown"
"POFUT1","grey"
"GTF2F2","brown"
"HJURP","grey"
"CTSE","turquoise"
"ATF1","brown"
"ETV6","black"
"IDO1","grey"
"LPXN","blue"
"RCSD1","green"
"SLCO4A1","turquoise"
"TSHZ3","red"
"RSF1","green"
"NPAT","blue"
"C16orf59","turquoise"
"SLC19A1","green"
"CYB5R1","red"
"KIAA1430","blue"
"RGL1","grey"
"PARD6G","turquoise"
"TNFRSF14","grey"
"TLR4","brown"
"NANOS3","turquoise"
"ADAMTS2","turquoise"
"PRSS41","turquoise"
"GPR141","red"
"CR1L","turquoise"
"OMP","turquoise"
"PHF13","brown"
"C4orf52","yellow"
"COPB1","brown"
"STAG1","brown"
"WNK1","turquoise"
"TIMM10","grey"
"GOLT1B","yellow"
"DTX4","blue"
"SGK269","red"
"GALNT1","brown"
"CENPF","grey"
"CNOT6","brown"
"SRP72","yellow"
"KIAA0947","yellow"
"C19orf42","yellow"
"FHDC1","turquoise"
"COPS4","yellow"
"ARMC7","grey"
"TMEM218","yellow"
"FASN","turquoise"
"TXNL1","grey"
"ZFC3H1","brown"
"CTSO","blue"
"C20orf111","black"
"PGP","blue"
"KIDINS220","brown"
"MRPL35","yellow"
"UIMC1","grey"
"PPAPDC2","yellow"
"MEGF9","brown"
"MFSD11","brown"
"RMND5A","turquoise"
"FTSJ1","blue"
"C11orf24","turquoise"
"TRAF7","grey"
"C15orf48","grey"
"ADSS","yellow"
"EIF5B","blue"
"PPP1R2","brown"
"PTGES3","yellow"
"C15orf23","yellow"
"FRYL","yellow"
"XRCC6BP1","brown"
"PRPF40A","yellow"
"CCDC127","yellow"
"NAGPA","blue"
"LOC100133770","red"
"VPS35","brown"
"MATR3","yellow"
"AIG1","red"
"BMI1","yellow"
"STARD3NL","brown"
"CDC27","turquoise"
"ZMAT2","turquoise"
"C4orf34","brown"
"RBM25","yellow"
"OTUD1","brown"
"C5orf30","brown"
"LEPREL1","turquoise"
"BAG4","brown"
"D4S234E","turquoise"
"AHCYL1","green"
"RBM27","brown"
"PGLS","green"
"CHST11","green"
"PDIA3","yellow"
"RHOB","grey"
"SUPT6H","black"
"ELOVL6","turquoise"
"CDCA4","blue"
"HDAC4","black"
"FAM10A4","turquoise"
"MUDENG","brown"
"ERGIC1","green"
"FAM49A","green"
"SLC2A8","turquoise"
"CHD4","green"
"TNPO3","black"
"MPHOSPH6","yellow"
"DKC1","blue"
"LOC440957","grey"
"ITGAX","black"
"SLC25A13","grey"
"PIN4","yellow"
"RB1CC1","brown"
"NAA25","blue"
"IK","green"
"SPATA5L1","brown"
"BMP2","grey"
"GTF3C2","blue"
"NARS2","blue"
"KIAA0776","yellow"
"KDM4B","black"
"GINS2","grey"
"KHSRP","blue"
"RALBP1","turquoise"
"USP27X","grey"
"VRK1","yellow"
"CEP57","yellow"
"QDPR","blue"
"SLC22A23","turquoise"
"PAK1IP1","blue"
"ACAP3","turquoise"
"KIN","brown"
"QTRTD1","yellow"
"C4orf14","blue"
"SR140","yellow"
"MAP7D3","blue"
"CABLES2","grey"
"ACBD3","yellow"
"TMEM184C","yellow"
"MRPS6","blue"
"SLMO2","yellow"
"DENR","brown"
"BECN1","brown"
"SNX29","blue"
"TRIM4","yellow"
"DIMT1L","yellow"
"FMR1","brown"
"ZNF140","yellow"
"RRM1","yellow"
"VBP1","brown"
"COG2","blue"
"ZMYND11","yellow"
"ZNF830","yellow"
"TMOD3","brown"
"USP47","yellow"
"WHAMM","yellow"
"MSRA","red"
"TM9SF2","brown"
"DPP9","turquoise"
"RPL26L1","brown"
"ALMS1","blue"
"STX2","yellow"
"MLLT4","grey"
"ZNRF2","brown"
"TNFAIP6","red"
"PPM1N","red"
"DHODH","turquoise"
"MXRA7","red"
"HMGN4","yellow"
"SNRNP27","brown"
"NUP54","yellow"
"SPEN","green"
"COL8A2","grey"
"CEP120","yellow"
"ZNF292","brown"
"KDM6B","black"
"P2RY8","blue"
"PTCH1","blue"
"S100A16","turquoise"
"HIAT1","brown"
"RABGAP1","green"
"MRPL30","yellow"
"H2AFV","yellow"
"C13orf27","yellow"
"EDEM3","brown"
"GNL3L","green"
"THUMPD3","blue"
"ABHD11","turquoise"
"MGA","blue"
"SYCP2","brown"
"LGALS1","red"
"MARCKSL1","blue"
"MFSD1","brown"
"RHOA","brown"
"CCDC47","brown"
"TNFSF10","grey"
"GNPTG","yellow"
"MOSPD2","brown"
"LIN7C","yellow"
"CWC25","green"
"ATP11A","brown"
"FAM169A","blue"
"WHSC2","grey"
"MKRN2","yellow"
"CDC42SE2","brown"
"SNIP1","yellow"
"GTF3C3","yellow"
"RRBP1","red"
"CUL4A","grey"
"DLGAP4","black"
"COL11A2","turquoise"
"GIMAP7","blue"
"HERC2","yellow"
"ANKRD55","red"
"GORAB","yellow"
"TTC39C","blue"
"SEPHS2","brown"
"ABCE1","yellow"
"MRPL42","yellow"
"DHCR7","red"
"TFAM","blue"
"EVI2B","green"
"S1PR1","brown"
"C9orf80","yellow"
"C1orf57","yellow"
"TOPBP1","brown"
"RSBN1L","green"
"C17orf85","brown"
"ATR","yellow"
"ST3GAL6","brown"
"PLCXD2","yellow"
"PLB1","red"
"FBXO21","blue"
"TFE3","turquoise"
"NIPSNAP3A","brown"
"MPHOSPH10","yellow"
"RBBP9","yellow"
"MAML3","brown"
"MREG","brown"
"ATXN1L","brown"
"SPHAR","grey"
"ZBTB8OS","red"
"NARS","yellow"
"PSMD1","grey"
"PDLIM1","grey"
"SPCS1","yellow"
"UXS1","blue"
"CTPS","blue"
"ALG14","grey"
"PLSCR1","red"
"PKP4","grey"
"SEL1L3","brown"
"NPC1","yellow"
"TCFL5","brown"
"SBNO1","black"
"SEC24A","brown"
"NSUN3","turquoise"
"UHRF1BP1L","black"
"FIP1L1","blue"
"CCDC90B","brown"
"ZNF839","grey"
"BMP6","grey"
"FRAT1","black"
"EHBP1L1","black"
"SERPINB6","blue"
"SNX8","turquoise"
"CNST","yellow"
"CYBA","black"
"KATNB1","turquoise"
"DDIT4","brown"
"MRPL38","blue"
"CHD8","black"
"MYL12A","red"
"UQCRC1","red"
"ZFPL1","grey"
"AKAP1","blue"
"UBE2O","turquoise"
"KCTD5","brown"
"SYT5","turquoise"
"ACTR1A","red"
"SSBP4","turquoise"
"NFKBIA","red"
"LRRC45","turquoise"
"MTHFD2","brown"
"PIK3R2","turquoise"
"ProSAPiP1","turquoise"
"TMEM175","turquoise"
"AMDHD2","grey"
"WIZ","grey"
"KDELR1","blue"
"FERMT3","red"
"NUP210","blue"
"CHD6","yellow"
"ADAT3","turquoise"
"MARS","green"
"EGLN2","black"
"TMEM181","yellow"
"SLC35A1","brown"
"BBS4","blue"
"NACC2","black"
"S100A11","black"
"VASP","black"
"ZNF358","turquoise"
"CCDC56","blue"
"BCAM","turquoise"
"PCYT2","turquoise"
"TSPAN1","turquoise"
"SLC11A2","grey"
"ZNFX1","green"
"METTL1","turquoise"
"MNT","green"
"DDOST","blue"
"UQCRC2","yellow"
"ACTR1B","blue"
"ZNF589","blue"
"SYNGR2","red"
"LSG1","blue"
"PNKP","green"
"OLAH","red"
"ARPC1B","red"
"SDHA","blue"
"FBXW5","red"
"MRPS31","brown"
"ANKIB1","yellow"
"FAM100B","turquoise"
"PRR15L","turquoise"
"BAT4","black"
"C18orf56","turquoise"
"SH2B2","black"
"ZNF397","green"
"ATXN7L3B","yellow"
"DDX24","blue"
"KAT2A","blue"
"NOP58","blue"
"GMPPB","grey"
"NAPA","turquoise"
"DLK1","turquoise"
"SAE1","blue"
"ZC3H15","yellow"
"TMEM101","blue"
"COQ5","yellow"
"GMPPA","grey"
"RPIA","turquoise"
"MRPL10","blue"
"ELOVL1","green"
"RPL8","blue"
"LGALS4","turquoise"
"FAM156A","yellow"
"PRKCSH","grey"
"MYO9B","green"
"VGLL1","turquoise"
"SECISBP2L","brown"
"ZSWIM6","brown"
"MIB2","blue"
"C19orf20","turquoise"
"FOLR3","red"
"SARS","blue"
"EIF3H","blue"
"MUL1","turquoise"
"RBM3","brown"
"RPL18","blue"
"MRPL12","blue"
"LPIN2","grey"
"RTN1","blue"
"SMG5","grey"
"PIN1","grey"
"CHKB","green"
"VPS33A","yellow"
"RFX1","green"
"VRK3","green"
"PPME1","grey"
"FH","blue"
"DPP3","red"
"MYBL2","turquoise"
"NAT14","turquoise"
"DNAJC4","red"
"UBQLN4","blue"
"EIF2B5","blue"
"PPP1R9B","green"
"C19orf66","grey"
"TM7SF2","turquoise"
"TCIRG1","black"
"FARS2","blue"
"ACADS","turquoise"
"SIPA1L2","black"
"C16orf70","red"
"SBK1","blue"
"ABCC3","turquoise"
"MYL12B","red"
"CALM2","brown"
"RETSAT","grey"
"SNRNP200","blue"
"C19orf70","blue"
"PRPF6","green"
"PAF1","green"
"NPDC1","turquoise"
"MRPL28","turquoise"
"SERPINH1","grey"
"RBM4","green"
"RDBP","blue"
"RNF149","brown"
"C15orf57","yellow"
"TSPAN17","turquoise"
"G0S2","red"
"C12orf11","yellow"
"HERC1","blue"
"ORAI3","green"
"MAPK7","grey"
"FZD8","turquoise"
"DDX60","yellow"
"ARHGEF19","turquoise"
"SERPINF2","turquoise"
"CCDC159","black"
"TRAF6","brown"
"GSX2","turquoise"
"COPB2","brown"
"ACADVL","grey"
"ATP1B3","yellow"
"CD63","red"
"SLC25A11","black"
"RNF167","black"
"RAC2","black"
"SEC11C","yellow"
"PLEKHM2","turquoise"
"C11orf2","blue"
"SNRPA","blue"
"ULK1","green"
"NCAPD2","grey"
"SLBP","yellow"
"NDC80","yellow"
"WDR12","yellow"
"CAPG","red"
"TIMM44","turquoise"
"FAM53B","blue"
"PLBD1","red"
"COQ4","turquoise"
"CBS","black"
"ZNF622","green"
"DEDD2","green"
"C16orf75","grey"
"RCN3","grey"
"CHST15","green"
"TTC17","blue"
"VAV2","blue"
"TFB1M","blue"
"PPIL5","yellow"
"SGK223","blue"
"C20orf94","green"
"RPL17","yellow"
"RPS27A","blue"
"DNAJC8","yellow"
"NUMA1","blue"
"RPS17","yellow"
"PRMT2","brown"
"YWHAG","brown"
"YY1AP1","turquoise"
"TUBA1B","blue"
"MYO10","red"
"COL6A2","turquoise"
"RPS27L","yellow"
"LOC728392","green"
"TATDN2","blue"
"SUN2","blue"
"MBD3","blue"
"NCOA6","brown"
"C20orf199","black"
"NCRNA00219","blue"
"CLDN4","turquoise"
"PRPSAP1","blue"
"HLA-DRB3","blue"
"C20orf27","turquoise"
"MPI","blue"
"KRT4","turquoise"
"NCRNA00201","yellow"
"WDR74","turquoise"
"C16orf91","yellow"
"ARFRP1","grey"
"LOC100131128","red"
"EGFL7","turquoise"
"CALCOCO2","brown"
"MYL6B","grey"
"CAMTA1","yellow"
"TXNDC11","grey"
"C2orf76","brown"
"KLHL18","green"
"RSL24D1","brown"
"C9orf45","blue"
"KRT23","green"
"AMY2B","yellow"
"PARP9","grey"
"CDK5RAP3","green"
"NDUFB10","blue"
"HLCS","blue"
"DHX38","blue"
"PARD3","turquoise"
"UQCRH","grey"
"GSK3B","black"
"MDK","turquoise"
"RAB2B","turquoise"
"TDRG1","turquoise"
"PPP1R15A","turquoise"
"MIF","blue"
"OPN3","yellow"
"WDR81","turquoise"
"SEMA3B","turquoise"
"GPR124","blue"
"TRO","turquoise"
"POLR2J","grey"
"KLHL3","blue"
"CCDC146","yellow"
"RER1","brown"
"RANGRF","blue"
"C2orf89","blue"
"WFDC2","turquoise"
"SLC25A38","turquoise"
"BOD1","blue"
"TCEB1","brown"
"CALHM2","blue"
"POLR3F","yellow"
"GTF2IRD2","grey"
"PROZ","turquoise"
"MED16","turquoise"
"RPL29","blue"
"CYP2B7P1","turquoise"
"FAM176B","grey"
"PPWD1","yellow"
"DDX49","grey"
"CD72","blue"
"KLF5","red"
"CDADC1","red"
"ZNF271","brown"
"HYI","grey"
"CCDC17","black"
"KIAA0748","blue"
"GTPBP6","blue"
"PARP3","blue"
"NUDCD1","yellow"
"SNAP47","blue"
"C8orf83","brown"
"MGC27345","blue"
"OPRL1","black"
"C7orf54","blue"
"ADC","turquoise"
"CCL4L1","grey"
"SLC4A2","turquoise"
"MORN4","turquoise"
"B4GALNT1","turquoise"
"ARMC10","yellow"
"HRAS","blue"
"TTLL4","green"
"PITPNM2","turquoise"
"C18orf8","grey"
"DLEU2","brown"
"PYY2","turquoise"
"UBAP2L","turquoise"
"TSHZ1","blue"
"DNAJC11","blue"
"LCN12","turquoise"
"ZBP1","grey"
"BZW1","brown"
"NNMT","grey"
"DPY30","brown"
"OGFR","green"
"MLF1IP","yellow"
"DHRS4","blue"
"POLM","green"
"PCM1","yellow"
"PAAF1","blue"
"NDUFB2","blue"
"LOC100132247","blue"
"RPL35","blue"
"DUSP28","yellow"
"FAM30A","blue"
"MGC39372","grey"
"LHPP","turquoise"
"DHRS7","black"
"ZWILCH","yellow"
"LOC339803","blue"
"GPSM3","black"
"FADS2","turquoise"
"ORM1","black"
"CCDC23","turquoise"
"EID1","blue"
"ODF3B","turquoise"
"SLC43A1","turquoise"
"RPL13P5","red"
"BRF1","turquoise"
"AQP7","turquoise"
"RHBDL1","turquoise"
"FAM153A","blue"
"SLC22A2","turquoise"
"MGC4294","turquoise"
"ART5","turquoise"
"MIR17HG","turquoise"
"INSL3","turquoise"
"ZNF541","turquoise"
"WIT1","turquoise"
"TNFRSF12A","grey"
"MYC","blue"
"C15orf5","red"
"FLJ39632","turquoise"
"C1orf170","turquoise"
"SLC27A4","turquoise"
"ACSBG1","grey"
"MRPL43","blue"
"RNF126","blue"
"ODF2","blue"
"TCEAL4","blue"
"C4orf23","turquoise"
"ABCC13","turquoise"
"PLXDC2","green"
"ZNF672","grey"
"NOX4","turquoise"
"MEI1","red"
"MEIS3","turquoise"
"LOC440104","turquoise"
"HMGB3","grey"
"ZNF331","blue"
"NCRNA00204","green"
"ARFGAP1","grey"
"NCL","blue"
"TRAF3IP3","yellow"
"DIAPH1","green"
"TPD52L2","black"
"NAA15","yellow"
"LOC644762","red"
"BET1L","blue"
"FUS","blue"
"TRIP6","grey"
"OXCT1","blue"
"ADI1","blue"
"BOLA2","yellow"
"ATP1A3","turquoise"
"PCDH9","blue"
"PIK3CA","brown"
"KBTBD4","brown"
"B3GNT3","turquoise"
"LOC200030","green"
"IGH@","grey"
"LOC389333","turquoise"
"TMEM40","turquoise"
"RBM14","blue"
"LOC90925","blue"
"PTPN23","blue"
"OGFOD2","turquoise"
"ITFG2","blue"
"GYPB","turquoise"
"DNAJC6","turquoise"
"C1orf152","grey"
"FLJ14107","black"
"FRMD3","grey"
"SH3GLB2","turquoise"
"LOC145757","turquoise"
"ZNF497","turquoise"
"VPS4A","grey"
"RAB3IL1","turquoise"
"NUMBL","turquoise"
"C2orf54","turquoise"
"PHLDB3","blue"
"AP1S1","grey"
"POMGNT1","turquoise"
"SNX22","turquoise"
"COG7","blue"
"MRPL3","yellow"
"ARSE","turquoise"
"ZNF683","grey"
"MICALL2","turquoise"
"SCD5","turquoise"
"USP25","brown"
"DFFB","blue"
"RELA","green"
"SAC3D1","blue"
"AUH","brown"
"FADS1","grey"
"GABBR2","grey"
"INPP4B","blue"
"NCRNA00110","turquoise"
"PIGP","blue"
"PRPSAP2","yellow"
"CHRD","turquoise"
"KLHDC3","grey"
"C11orf74","turquoise"
"MIOX","turquoise"
"INTS4","blue"
"LOC645166","black"
"LOC646938","turquoise"
"C10orf122","turquoise"
"TTTY14","turquoise"
"ZFP57","turquoise"
"TUBD1","blue"
"GPT","turquoise"
"NFKBIB","turquoise"
"GNB1L","turquoise"
"WDR1","black"
"HIC1","turquoise"
"INADL","blue"
"PAX5","turquoise"
"LOC100292653","blue"
"TRPV4","turquoise"
"MGC31957","black"
"TTC36","turquoise"
"GSTM2P1","turquoise"
"MALAT1","brown"
"CAMKV","turquoise"
"FGD3","green"
"ARPC3","red"
"TMEM41B","brown"
"LOC643446","blue"
"LOC148413","blue"
"TMEM135","yellow"
"FLJ45340","black"
"KIAA0040","black"
"ECT2","brown"
"NME7","blue"
"TMEM128","yellow"
"SCP2","yellow"
"NUBP2","blue"
"RNF145","brown"
"SAMD14","turquoise"
"KIF2C","grey"
"GUCA1A","turquoise"
"CDK8","grey"
"UPF2","brown"
"CD19","blue"
"C6orf125","blue"
"LOC729852","brown"
"CDK18","turquoise"
"USPL1","yellow"
"LOC220930","brown"
"PAK6","turquoise"
"TMSB10","blue"
"CHPF","turquoise"
"C5orf28","yellow"
"CCNL2","blue"
"GTPBP5","grey"
"SFXN5","turquoise"
"ZNF252","brown"
"NCRNA00085","grey"
"NCF1","green"
"C16orf55","turquoise"
"RBM19","blue"
"LOC100132999","blue"
"TSC22D4","green"
"LOC100291428","turquoise"
"TRPM2","red"
"ZNF511","blue"
"LOC728752","grey"
"LTBP4","turquoise"
"ROGDI","turquoise"
"LOC100293478","black"
"LOC100291232","black"
"LOC100288442","turquoise"
"C21orf7","grey"
"STAG3","blue"
"NOP56","blue"
"MEAF6","yellow"
"R3HDM2","green"
"MRPS18B","blue"
"RPL14","blue"
"CPNE9","turquoise"
"HPS3","yellow"
"ATG4D","turquoise"
"LIN37","black"
"MANSC1","black"
"WSCD1","turquoise"
"ORM2","black"
"KIF5C","turquoise"
"CHRND","turquoise"
"LPCAT3","black"
"TMEM53","turquoise"
"SLC12A5","turquoise"
"CNTLN","red"
"LOC284749","turquoise"
"SLC15A3","black"
"TCF7L2","brown"
"C16orf80","blue"
"CHFR","grey"
"ADK","blue"
"PRDM15","blue"
"RANBP3","green"
"B3GAT3","blue"
"FBF1","turquoise"
"FLJ45445","black"
"TLR10","green"
"SLC16A7","blue"
"SHMT2","blue"
"TGFBR1","brown"
"MEIS2","turquoise"
"LOC100132214","turquoise"
"DARS","yellow"
"TMEM219","blue"
"B9D1","turquoise"
"TRIM50","turquoise"
"CARD10","turquoise"
"SEPHS1","yellow"
"SNX9","blue"
"SLC2A5","grey"
"C17orf99","turquoise"
"TREML1","turquoise"
"C14orf68","turquoise"
"TSGA14","blue"
"SLC35B1","red"
"C1orf93","turquoise"
"SETD6","turquoise"
"TMEM120A","red"
"PXK","black"
"FAM158A","grey"
"MAML1","brown"
"CTTN","turquoise"
"HRH3","turquoise"
"SLC28A3","red"
"C9orf84","black"
"HLA-DQB1","blue"
"KCTD3","brown"
"SKIV2L","green"
"TMEM143","turquoise"
"APOA1BP","blue"
"LPA","turquoise"
"NUDT16P1","grey"
"UROS","turquoise"
"ACAD8","brown"
"INHBA","grey"
"FAM138A","turquoise"
"SH2D6","turquoise"
"HLA-DMB","blue"
"PRSS8","turquoise"
"NPL","green"
"LTA4H","grey"
"INSC","grey"
"MTRF1","yellow"
"PGAP3","turquoise"
"C20orf54","turquoise"
"GALNT4","brown"
"PROM2","turquoise"
"EIF4B","blue"
"NSMCE4A","yellow"
"SEC1","turquoise"
"PASK","blue"
"FXYD6","turquoise"
"PTGES","turquoise"
"LOC100130071","turquoise"
"CAPN1","red"
"LOC646982","grey"
"BUB1","grey"
"EFS","turquoise"
"MDH2","blue"
"ANXA2P2","blue"
"SLC25A46","brown"
"ZC3H18","green"
"WDR73","blue"
"HMGN1","yellow"
"MED24","blue"
"EIF3I","blue"
"ABCB9","turquoise"
"ARHGEF10L","turquoise"
"FSCN1","turquoise"
"HMGA1","blue"
"HDAC1","blue"
"HAUS7","blue"
"NAPSB","blue"
"NUP214","green"
"LOC647859","blue"
"D2HGDH","turquoise"
"CENPT","turquoise"
"BRD9","blue"
"AQP3","blue"
"GUSBP1","blue"
"PMS2CL","grey"
"PHF21B","turquoise"
"RBM23","green"
"FLJ14186","black"
"C8orf34","turquoise"
"RPP30","blue"
"TMEM49","green"
"FARSB","blue"
"GPR132","black"
"MYEOV","turquoise"
"SACM1L","brown"
"ARFIP2","turquoise"
"ZNF623","turquoise"
"SLC34A1","turquoise"
"LDB1","green"
"KIAA0391","brown"
"CNN1","turquoise"
"CLCNKB","turquoise"
"MOSPD1","turquoise"
"PPP2R5A","brown"
"ARMC5","turquoise"
"LOC100287042","turquoise"
"LCP1","black"
"SRBD1","brown"
"C8orf55","turquoise"
"UPP1","red"
"MRPS28","yellow"
"GPS2","turquoise"
"ISLR","turquoise"
"SCAMP5","turquoise"
"BCAR1","turquoise"
"MLLT3","blue"
"LOC100288299","turquoise"
"NAPRT1","red"
"PMS2L11","turquoise"
"LETMD1","blue"
"ZEB2","brown"
"PDZD3","turquoise"
"LOC727726","yellow"
"ZNF180","yellow"
"VDAC3","blue"
"PECR","red"
"CMAH","brown"
"CS","blue"
"LOC440434","black"
"PREB","red"
"NPR1","turquoise"
"PABPC1","blue"
"ASB3","yellow"
"LCP2","green"
"RNF220","blue"
"SLC2A11","turquoise"
"CRIP2","turquoise"
"LOC653712","turquoise"
"PHLDB1","turquoise"
"C19orf54","green"
"NRBP2","turquoise"
"DVL2","blue"
"CUEDC1","grey"
"SERPINB1","red"
"TFDP2","turquoise"
"LOC100170939","blue"
"JPH4","turquoise"
"HEYL","turquoise"
"GORASP1","grey"
"SPATA13","black"
"LOC100129503","turquoise"
"FMO1","turquoise"
"VCL","grey"
"MDC1","turquoise"
"PLEKHG3","green"
"FLII","black"
"PGM1","black"
"PIK3CB","brown"
"LOC284861","turquoise"
"ZNF785","turquoise"
"VDAC2","blue"
"C5orf4","turquoise"
"UROD","turquoise"
"COMMD1","yellow"
"ART3","turquoise"
"SUCLA2","yellow"
"HYOU1","turquoise"
"IFRD1","brown"
"VHL","blue"
"STAG3L1","blue"
"DHX32","blue"
"MCM5","turquoise"
"IL9R","turquoise"
"RGS14","black"
"NDUFA10","yellow"
"PPRC1","blue"
"HGS","turquoise"
"ADD2","turquoise"
"NR1H2","black"
"PMPCA","blue"
"C1orf27","yellow"
"FOXRED1","turquoise"
"PTK6","turquoise"
"ACSM5","turquoise"
"C1orf50","blue"
"SFRS11","yellow"
"CD7","blue"
"MUC5B","turquoise"
"CWF19L1","red"
"NAT1","brown"
"MSH6","yellow"
"CCDC120","turquoise"
"HERPUD2","brown"
"PNRC1","brown"
"MAMSTR","turquoise"
"HK2","brown"
"RCBTB2","yellow"
"ETFDH","brown"
"PPP2R1A","green"
"MBD1","brown"
"PCSK4","turquoise"
"ME3","turquoise"
"LIMS2","turquoise"
"ATP6AP1","black"
"C14orf180","turquoise"
"LOC100287685","turquoise"
"DUS3L","turquoise"
"HMP19","turquoise"
"MRPL47","brown"
"ATP5C1","brown"
"TRAPPC4","blue"
"EIF2B4","blue"
"SMEK1","yellow"
"MICB","yellow"
"TMEM129","turquoise"
"SCPEP1","red"
"DDX55","blue"
"FA2H","turquoise"
