"gene","module"
"SCARA5","brown"
"SCARB2","blue"
"SCARF1","grey"
"SCARF2","brown"
"SCARNA20","grey"
"SCCPDH","black"
"SCD","grey"
"SCD5","brown"
"SCFD1","yellow"
"SCFD2","grey"
"SCLT1","yellow"
"SCLY ","blue"
"SCML1","turquoise"
"SCN1B","brown"
"SCN2B","brown"
"SCNM1","red"
"SCNN1D","brown"
"SCO1","grey"
"SCO2","green"
"SCOC","yellow"
"SCP2","blue"
"SCPEP1","black"
"SCRIB","turquoise"
"SCRN1","turquoise"
"SCRN2","turquoise"
"SCRN3","yellow"
"SCYL1","red"
"SCYL2","yellow"
"SCYL3","yellow"
"SDAD1","blue"
"SDC4","grey"
"SDCBP","yellow"
"SDCCAG1","turquoise"
"SDCCAG3","turquoise"
"SDCCAG8","grey"
"SDF2","black"
"SDF2L1","turquoise"
"SDF4","turquoise"
"SDHA","blue"
"SDHA ","pink"
"SDHAF1","turquoise"
"SDHAF2","red"
"SDHAP2","brown"
"SDHB","yellow"
"SDHC","black"
"SDHD","yellow"
"SDPR","grey"
"SDR39U1","turquoise"
"SDSL","pink"
"SEC1","brown"
"SEC11A","blue"
"SEC11C","grey"
"SEC13","turquoise"
"SEC14L1","green"
"SEC14L2","brown"
"SEC14L3","brown"
"SEC14L4","grey"
"SEC14L5","grey"
"SEC16A","red"
"SEC22A","blue"
"SEC22B","yellow"
"SEC22C","yellow"
"SEC23A","yellow"
"SEC23B","black"
"SEC23IP","blue"
"SEC24A","yellow"
"SEC24B","yellow"
"SEC24C","green"
"SEC24D","yellow"
"SEC31A","turquoise"
"SEC31B","turquoise"
"SEC61A1","grey"
"SEC61A2","brown"
"SEC61B","grey"
"SEC61G","grey"
"SEC62","pink"
"SEC63","blue"
"SECISBP2","pink"
"SECISBP2L","yellow"
"SECTM1","green"
"SEH1L","blue"
"SEL1L","yellow"
"SEL1L3","grey"
"SELENBP1","pink"
"selenoprotein 15","yellow"
"SELK","pink"
"SELL","red"
"SELM","turquoise"
"SELO","red"
"SELP","grey"
"SELPLG","red"
"SELS","blue"
"SELT","yellow"
"SEMA3B","brown"
"SEMA3C","yellow"
"SEMA3F","brown"
"SEMA4A","red"
"SEMA4B","red"
"SEMA4C","brown"
"SEMA4D","green"
"SEMA4F","brown"
"SEMA5B","grey"
"SEMA6B","brown"
"SEMA6C","brown"
"SEMA7A","pink"
"SENP1","yellow"
"SENP2","yellow"
"SENP3","grey"
"SENP5","grey"
"SENP6","yellow"
"SENP7","yellow"
"SEPHS1","turquoise"
"SEPHS2","black"
"SEPP1","pink"
"SEPSECS","blue"
"Septin 1","turquoise"
"Septin 11","turquoise"
"Septin 14","red"
"Septin 2","blue"
"Septin 5","grey"
"Septin 6","turquoise"
"Septin 7","yellow"
"Septin 8","grey"
"Septin 9","turquoise"
"SEPW1","grey"
"SEPX1","red"
"SERAC1","yellow"
"SERBP1","turquoise"
"SERF1A","grey"
"SERF1A ","turquoise"
"SERF2","pink"
"SERGEF","turquoise"
"SERINC1","yellow"
"SERINC2","grey"
"SERINC3","yellow"
"SERINC4","brown"
"SERINC5","grey"
"SERP1","grey"
"SERPINA1","red"
"SERPINA3","brown"
"SERPINB1","black"
"SERPINB10","grey"
"SERPINB2","black"
"SERPINB3 ","brown"
"SERPINB6","turquoise"
"SERPINB8","red"
"SERPINB9","blue"
"SERPIND1","brown"
"SERPINE1","brown"
"SERPINE2","grey"
"SERPINF1","grey"
"SERPINF2","grey"
"SERPING1","grey"
"SERPINH1","grey"
"SERPINI1","grey"
"SERTAD1","red"
"SERTAD2","green"
"SERTAD3","black"
"SESN1","blue"
"SESN2","black"
"SESN3","pink"
"SESTD1","red"
"SET","turquoise"
"SETBP1","turquoise"
"SETD1B","green"
"SETD2","yellow"
"SETD3","black"
"SETD4","turquoise"
"SETD5","red"
"SETD6","brown"
"SETD7","blue"
"SETD8","black"
"SETDB1","green"
"SETDB2","blue"
"SETMAR","turquoise"
"SETX","green"
"SEZ6L","grey"
"SEZ6L2","brown"
"SF1","green"
"SF3A1","green"
"SF3A2","brown"
"SF3A3","turquoise"
"SF3B1","yellow"
"SF3B14","black"
"SF3B2","green"
"SF3B3","turquoise"
"SF3B4","grey"
"SF3B5","turquoise"
"SF4","green"
"SFI1","turquoise"
"SFMBT1","turquoise"
"SFN","brown"
"SFPQ","blue"
"SFRP2","pink"
"SFRS1","blue"
"SFRS11","blue"
"SFRS12","yellow"
"SFRS12IP1","grey"
"SFRS13A","blue"
"SFRS14","blue"
"SFRS15","blue"
"SFRS16","red"
"SFRS17A","green"
"SFRS18","green"
"SFRS2","blue"
"SFRS2B","pink"
"SFRS2IP","yellow"
"SFRS3","blue"
"SFRS4","green"
"SFRS5","blue"
"SFRS6","blue"
"SFRS7","blue"
"SFRS8","green"
"SFRS9","yellow"
"SFT2D1","yellow"
"SFT2D2","black"
"SFT2D3","turquoise"
"SFTPC","brown"
"SFXN1","black"
"SFXN3","turquoise"
"SFXN4","turquoise"
"SFXN5","grey"
"SGCZ","brown"
"SGK1","blue"
"SGK223","turquoise"
"SGK269","black"
"SGK3","yellow"
"SGMS1","yellow"
"SGMS2","yellow"
"SGOL2","grey"
"SGPL1","green"
"SGPP1","blue"
"SGSH","grey"
"SGSM2","turquoise"
"SGSM3","brown"
"SGTA","grey"
"SGTB","yellow"
"SH2B1","grey"
"SH2B2","red"
"SH2B3","blue"
"SH2D1A","turquoise"
"SH2D1B","turquoise"
"SH2D2A","turquoise"
"SH2D3A","turquoise"
"SH2D3C","green"
"SH2D5","brown"
"SH2D6","brown"
"SH3BGRL","yellow"
"SH3BGRL2","grey"
"SH3BGRL3","red"
"SH3BP1","green"
"SH3BP2","green"
"SH3BP5","black"
"SH3BP5L","red"
"SH3D20","grey"
"SH3GL1","pink"
"SH3GLB1","black"
"SH3GLB2","brown"
"SH3KBP1","green"
"SH3PXD2A","grey"
"SH3PXD2B","black"
"SH3RF3","red"
"SH3TC1","grey"
"SH3YL1","blue"
"SHANK2","brown"
"SHANK3","brown"
"SHARPIN","brown"
"SHBG","pink"
"SHC1","green"
"SHCBP1","grey"
"SHF","brown"
"SHFM1","blue"
"SHISA4","brown"
"SHISA5","green"
"SHISA7","brown"
"SHKBP1","red"
"SHMT1","brown"
"SHMT2","turquoise"
"SHOC2","yellow"
"SHOX","brown"
"SHPK","turquoise"
"SHPRH","blue"
"SHQ1","turquoise"
"SHROOM3","brown"
"SIAE","grey"
"SIAH1","yellow"
"SIAH2","pink"
"SIDT1","turquoise"
"SIDT2","grey"
"SIGIRR","turquoise"
"SIGLEC1","grey"
"SIGLEC10 ","green"
"SIGLEC11","grey"
"SIGLEC14","grey"
"SIGLEC5","red"
"SIGLEC7","red"
"SIGLEC9","black"
"SIGLECP3","turquoise"
"SIGMAR1","turquoise"
"SIK1","blue"
"SIK2","blue"
"SIK3","grey"
"SIKE1","blue"
"SIL1","black"
"SIN3A","grey"
"SIN3B","green"
"SIPA1","red"
"SIPA1L1","green"
"SIPA1L2","red"
"SIPA1L3","turquoise"
"SIRPA","yellow"
"SIRPB1","red"
"SIRPB2","red"
"SIRPD","red"
"SIRPG","turquoise"
"SIRT1","blue"
"SIRT2","grey"
"SIRT3","grey"
"SIRT5","black"
"SIRT6","brown"
"SIRT7","green"
"SIT1","turquoise"
"SIVA1","turquoise"
"SIX2","brown"
"SIX5","brown"
"SKA1","grey"
"SKA2","blue"
"SKAP1","turquoise"
"SKAP2","black"
"SKI","green"
"SKIV2L","green"
"SKIV2L2","blue"
"SKP1","pink"
"SLA","grey"
"SLA2","grey"
"SLAIN1","blue"
"SLAIN2","grey"
"SLAMF1","turquoise"
"SLAMF6","turquoise"
"SLAMF7","grey"
"SLAMF8","grey"
"SLBP","blue"
"SLC10A3","grey"
"SLC11A1","red"
"SLC11A2","turquoise"
"SLC12A2","blue"
"SLC12A4","brown"
"SLC12A5","brown"
"SLC12A6","red"
"SLC12A7","turquoise"
"SLC12A9","red"
"SLC13A2","brown"
"SLC13A4","brown"
"SLC14A1","pink"
"SLC15A3","red"
"SLC15A4","yellow"
"SLC16A1","pink"
"SLC16A11","brown"
"SLC16A3","red"
"SLC16A5","red"
"SLC16A6","yellow"
"SLC16A7","blue"
"SLC17A5","yellow"
"SLC17A9","grey"
"SLC19A1","green"
"SLC1A3","black"
"SLC1A4","grey"
"SLC1A5","pink"
"SLC1A7","brown"
"SLC20A1","blue"
"SLC20A2","turquoise"
"SLC22A1","green"
"SLC22A10","brown"
"SLC22A15","yellow"
"SLC22A16","pink"
"SLC22A17","brown"
"SLC22A18","red"
"SLC22A2","brown"
"SLC22A23","pink"
"SLC22A4","black"
"SLC22A8","brown"
"SLC23A2","blue"
"SLC23A3","brown"
"SLC24A3","grey"
"SLC24A4","green"
"SLC24A6","red"
"SLC25A1","grey"
"SLC25A11","red"
"SLC25A12","yellow"
"SLC25A13","grey"
"SLC25A14","blue"
"SLC25A15","turquoise"
"SLC25A16","yellow"
"SLC25A17","grey"
"SLC25A19","turquoise"
"SLC25A20","yellow"
"SLC25A22","brown"
"SLC25A24","yellow"
"SLC25A25","grey"
"SLC25A26","turquoise"
"SLC25A28","black"
"SLC25A29","grey"
"SLC25A3","turquoise"
"SLC25A32","blue"
"SLC25A33","grey"
"SLC25A35","brown"
"SLC25A36","turquoise"
"SLC25A37","pink"
"SLC25A38","pink"
"SLC25A39","pink"
"SLC25A4","grey"
"SLC25A40","yellow"
"SLC25A42","grey"
"SLC25A43","blue"
"SLC25A44","red"
"SLC25A45","turquoise"
"SLC25A46","yellow"
"SLC25A5","turquoise"
"SLC25A6","turquoise"
"SLC26A11","grey"
"SLC26A2","blue"
"SLC26A5","brown"
"SLC26A6","black"
"SLC26A8","red"
"SLC27A1","grey"
"SLC27A2","grey"
"SLC27A3","grey"
"SLC27A4","brown"
"SLC28A3","grey"
"SLC29A1","brown"
"SLC29A2","brown"
"SLC29A3","grey"
"SLC2A1","pink"
"SLC2A11","brown"
"SLC2A14 ","black"
"SLC2A4","pink"
"SLC2A4RG","grey"
"SLC2A5","grey"
"SLC2A6","turquoise"
"SLC2A8","brown"
"SLC2A9","grey"
"SLC30A1","yellow"
"SLC30A3","brown"
"SLC30A5","blue"
"SLC30A6","blue"
"SLC30A7","green"
"SLC30A9","yellow"
"SLC31A1","grey"
"SLC31A2","yellow"
"SLC33A1","blue"
"SLC34A1","brown"
"SLC34A3","brown"
"SLC35A1","yellow"
"SLC35A2","grey"
"SLC35A3","turquoise"
"SLC35A4","grey"
"SLC35A5","yellow"
"SLC35B1","grey"
"SLC35B3","yellow"
"SLC35B4","blue"
"SLC35C2","grey"
"SLC35D1","turquoise"
"SLC35D2","blue"
"SLC35E1","grey"
"SLC35E2","blue"
"SLC35E2 ","brown"
"SLC35E3","yellow"
"SLC35E4","brown"
"SLC35F5","yellow"
"SLC36A1","black"
"SLC36A2","brown"
"SLC36A4","black"
"SLC37A1","grey"
"SLC37A2","turquoise"
"SLC37A3","black"
"SLC37A4","turquoise"
"SLC38A1","turquoise"
"SLC38A10","green"
"SLC38A2","yellow"
"SLC38A3","brown"
"SLC38A5","pink"
"SLC38A7","grey"
"SLC38A9","blue"
"SLC39A1","red"
"SLC39A10","blue"
"SLC39A11","blue"
"SLC39A13","grey"
"SLC39A14","turquoise"
"SLC39A3","grey"
"SLC39A4","grey"
"SLC39A5","brown"
"SLC39A6","blue"
"SLC39A7","grey"
"SLC39A8","black"
"SLC39A9","grey"
"SLC3A2","grey"
"SLC40A1","yellow"
"SLC41A1","turquoise"
"SLC41A3","grey"
"SLC43A1","pink"
"SLC43A2","green"
"SLC43A3","blue"
"SLC44A1","grey"
"SLC44A2","green"
"SLC44A4","brown"
"SLC45A4","green"
"SLC46A2","grey"
"SLC46A3","red"
"SLC48A1","pink"
"SLC4A1","pink"
"SLC4A1AP","yellow"
"SLC4A2","grey"
"SLC4A5","brown"
"SLC4A7","blue"
"SLC5A10","brown"
"SLC5A3","blue"
"SLC5A6","turquoise"
"SLC5A9","grey"
"SLC6A12","brown"
"SLC6A13","brown"
"SLC6A19","pink"
"SLC6A4","grey"
"SLC6A5","brown"
"SLC6A6","green"
"SLC6A8","pink"
"SLC6A9","pink"
"SLC7A1","pink"
"SLC7A11","grey"
"SLC7A4","brown"
"SLC7A5","pink"
"SLC7A6","turquoise"
"SLC7A6OS","blue"
"SLC7A7","grey"
"SLC8A1","yellow"
"SLC8A2","brown"
"SLC8A3","grey"
"SLC9A1","red"
"SLC9A3R1","green"
"SLC9A5","brown"
"SLC9A6","yellow"
"SLC9A8","red"
"SLC9A9","grey"
"SLCO2B1","brown"
"SLCO3A1","red"
"SLCO4A1","grey"
"SLCO4C1","yellow"
"SLCO5A1","brown"
"SLFN11","blue"
"SLFN12","yellow"
"SLFN5","turquoise"
"SLITRK4","grey"
"SLK","yellow"
"SLMAP","yellow"
"SLMO2","blue"
"SLPI","grey"
"SLTM","yellow"
"SLU7","yellow"
"SMAD1","black"
"SMAD2","yellow"
"SMAD3","turquoise"
"SMAD4","yellow"
"SMAD5","blue"
"SMAD7","blue"
"SMAGP","grey"
"SMAP1","yellow"
"SMAP2","red"
"SMARCA2","blue"
"SMARCA4","turquoise"
"SMARCA5","blue"
"SMARCAD1","turquoise"
"SMARCAL1","turquoise"
"SMARCC1","blue"
"SMARCC2","turquoise"
"SMARCD2","green"
"SMARCD3","red"
"SMARCE1","blue"
"SMC1A","blue"
"SMC2","grey"
"SMC3","blue"
"SMC4","blue"
"SMC5","blue"
"SMC6","blue"
"SMCHD1","yellow"
"SMCR7L","turquoise"
"SMCR8","yellow"
"SMEK1","blue"
"SMEK2","yellow"
"SMG1","yellow"
"SMG5","grey"
"SMG7","green"
"SMN1 ","blue"
"SMN2","blue"
"SMNDC1","yellow"
"SMOX","pink"
"SMPD1","grey"
"SMPD2","grey"
"SMPD3","turquoise"
"SMPDL3A","black"
"SMS","blue"
"SMTN","brown"
"SMTNL2","brown"
"SMU1","grey"
"SMUG1","grey"
"SMURF1","yellow"
"SMURF2","green"
"SMYD1","brown"
"SMYD2","blue"
"SMYD3","turquoise"
"SMYD4","turquoise"
"SNAI3","green"
"SNAP23","yellow"
"SNAP29","red"
"SNAP47","turquoise"
"SNAPC2","brown"
"SNAPC3","turquoise"
"SNAPC4","grey"
"SNAPC5","blue"
"SNAPIN","black"
"SNCA","pink"
"SNCG","brown"
"SND1","pink"
"SNF8","grey"
"SNHG1","turquoise"
"SNHG11","brown"
"SNHG12","turquoise"
"SNHG12 ","turquoise"
"SNHG7","turquoise"
"SNHG7 ","turquoise"
"SNHG8","blue"
"SNHG8 ","blue"
"SNHG9","grey"
"SNIP1","yellow"
"SNN","green"
"SNORA10","grey"
"SNORA25 ","blue"
"SNORA28","green"
"SNORA30","brown"
"SNORA32 ","blue"
"SNORA37","grey"
"SNORA47","brown"
"SNORA49","brown"
"SNORA59A ","brown"
"SNORA71C","brown"
"SNORA76","brown"
"SNORA77","red"
"SNORA78","grey"
"SNORA8 ","yellow"
"SNORD15A","brown"
"SNORD72","blue"
"SNORD8","brown"
"SNORD89","yellow"
"SNPH","brown"
"SNRK","yellow"
"SNRNP200","turquoise"
"SNRNP25","turquoise"
"SNRNP27","yellow"
"SNRNP35","red"
"SNRNP40","turquoise"
"SNRNP48","blue"
"SNRNP70","turquoise"
"SNRPA","turquoise"
"SNRPA1","blue"
"SNRPB","turquoise"
"SNRPB2","blue"
"SNRPC","turquoise"
"SNRPD1","blue"
"SNRPD2","turquoise"
"SNRPD3","turquoise"
"SNRPE","blue"
"SNRPF","turquoise"
"SNRPG","grey"
"SNRPN","turquoise"
"SNRPN ","turquoise"
"SNTA1","brown"
"SNTB1","yellow"
"SNTB2","red"
"SNUPN","turquoise"
"SNW1","blue"
"SNX1","black"
"SNX10","yellow"
"SNX11","red"
"SNX12","black"
"SNX13","yellow"
"SNX14","yellow"
"SNX15","pink"
"SNX16","yellow"
"SNX17","turquoise"
"SNX18","yellow"
"SNX19","yellow"
"SNX2","yellow"
"SNX20","black"
"SNX22","pink"
"SNX24","grey"
"SNX27","green"
"SNX29","blue"
"SNX3","black"
"SNX30","blue"
"SNX33","brown"
"SNX4","yellow"
"SNX5","blue"
"SNX6","yellow"
"SNX8","pink"
"SNX9","turquoise"
"SOAT1","yellow"
"SOCS1","grey"
"SOCS2","blue"
"SOCS3","black"
"SOCS4","yellow"
"SOCS5","yellow"
"SOD1","pink"
"SOD2","green"
"SOD3","brown"
"SOLH","turquoise"
"SON","green"
"SORBS3","brown"
"SORD","blue"
"SORL1","red"
"SORT1","black"
"SOS1","blue"
"SOS2","yellow"
"SOX12","brown"
"SOX13","brown"
"SOX4","grey"
"SOX6","pink"
"SP1","green"
"SP100","red"
"SP110","green"
"SP140","grey"
"SP140 ","grey"
"SP140L","turquoise"
"SP2","green"
"SP3","yellow"
"SP4","blue"
"SP6","brown"
"SP9","brown"
"SPAG1","grey"
"SPAG5","grey"
"SPAG7","turquoise"
"SPAG9","green"
"SPANXD ","brown"
"SPARC","grey"
"SPAST","yellow"
"SPATA13","red"
"SPATA2","grey"
"SPATA20","turquoise"
"SPATA21","brown"
"SPATA22 ","brown"
"SPATA2L","brown"
"SPATA5L1","yellow"
"SPATC1","grey"
"SPATS2","turquoise"
"SPATS2L","grey"
"SPCS1","blue"
"SPCS3","blue"
"SPDEF","brown"
"SPDYE2","turquoise"
"SPEG","brown"
"SPEM1","brown"
"SPEN","green"
"SPG11","yellow"
"SPG20","yellow"
"SPG21","red"
"SPG7","turquoise"
"SPHAR","grey"
"SPHK1","grey"
"SPHK2","brown"
"SPI1","red"
"SPIN1","blue"
"SPIN2A ","turquoise"
"SPIN4","blue"
"SPINK4","brown"
"SPINK8","grey"
"SPINT1","grey"
"SPINT2","black"
"SPN","turquoise"
"SPNS1","grey"
"SPOCD1","grey"
"SPOCK2","turquoise"
"SPON2","turquoise"
"SPOP","green"
"SPOPL","yellow"
"SPP1","grey"
"SPPL2A","black"
"SPPL3","grey"
"SPRED2","black"
"SPRED3","brown"
"SPRY1","grey"
"SPRY4","grey"
"SPRYD3","green"
"SPSB2","grey"
"SPSB3","pink"
"SPTA1","pink"
"SPTAN1","turquoise"
"SPTB","pink"
"SPTBN1","blue"
"SPTBN2","brown"
"SPTLC1","yellow"
"SPTLC2","black"
"SPTY2D1","yellow"
"SQLE","grey"
"SQRDL","black"
"SQSTM1","grey"
"SR140","blue"
"SRA1","red"
"SRBD1","yellow"
"SRCAP","grey"
"SRD5A1","brown"
"SRD5A3","grey"
"SREBF1","grey"
"SREBF2","grey"
"SRF","black"
"SRGAP1","brown"
"SRGAP2","grey"
"SRGAP3","brown"
"SRI","black"
"SRL","brown"
"SRM","turquoise"
"SRMS","brown"
"SRP14","black"
"SRP19","yellow"
"SRP54","yellow"
"SRP68","turquoise"
"SRP72","blue"
"SRP9","yellow"
"SRPK1","red"
"SRPK2","green"
"SRPR","green"
"SRPRB","blue"
"SRRD","pink"
"SRRM1","blue"
"SRRM2","green"
"SRRT","brown"
"SRXN1","pink"
"SS18","blue"
"SS18 ","brown"
"SS18L1","blue"
"SS18L2","blue"
"SSB","blue"
"SSBP1","blue"
"SSBP2","blue"
"SSBP3","pink"
"SSBP4","turquoise"
"SSC5D","brown"
"SSFA2","yellow"
"SSH1","red"
"SSH2","red"
"SSH3","red"
"SSNA1","grey"
"SSR1","yellow"
"SSR2","grey"
"SSR3","grey"
"SSR4","turquoise"
"SSRP1","turquoise"
"SSSCA1","turquoise"
"SSTR4","brown"
"SSU72","green"
"SSX2IP","grey"
"SSX6","brown"
"SSX7","brown"
"SSX7 ","brown"
"ST13","pink"
"ST14","grey"
"ST20","red"
"ST3GAL1","grey"
"ST3GAL2","red"
"ST3GAL3","grey"
"ST3GAL4","red"
"ST3GAL5","turquoise"
"ST3GAL6","yellow"
"ST6GAL1","blue"
"ST6GALNAC1","grey"
"ST6GALNAC2","green"
"ST6GALNAC3","black"
"ST6GALNAC4","brown"
"ST6GALNAC6","brown"
"ST7","pink"
"ST7L","grey"
"ST8SIA4","yellow"
"STAB1","grey"
"STAC3","grey"
"STAG1","yellow"
"STAG2","yellow"
"STAG3 ","turquoise"
"STAG3L1 ","turquoise"
"STAG3L2","turquoise"
"STAG3L3","turquoise"
"STAG3L4","grey"
"STAM","yellow"
"STAM2","yellow"
"STAMBP","yellow"
"STAMBPL1","blue"
"STAP1","blue"
"STARD10","green"
"STARD13","grey"
"STARD3","green"
"STARD3NL","yellow"
"STARD7","blue"
"STARD8","brown"
"STAT1","grey"
"STAT2","grey"
"STAT3","red"
"STAT4","turquoise"
"STAT5A","green"
"STAT5B","red"
"STAT6","green"
"STAU1","pink"
"STAU2","red"
"STBD1","grey"
"STEAP3","grey"
"STEAP4","red"
"STIL","grey"
"STIM1","green"
"STIM2","blue"
"STIP1","turquoise"
"STK10","green"
"STK11","pink"
"STK11IP","grey"
"STK16","black"
"STK17A","yellow"
"STK17B","yellow"
"STK19","red"
"STK24","grey"
"STK25","turquoise"
"STK3","black"
"STK32C","brown"
"STK35","green"
"STK38","green"
"STK38L","yellow"
"STK39","blue"
"STK4","green"
"STK40","green"
"STMN1","turquoise"
"STMN3","turquoise"
"STOM","black"
"STOML2","pink"
"STOX2","grey"
"STRA13","turquoise"
"STRADA","red"
"STRADB","pink"
"STRAP","blue"
"STRBP","turquoise"
"STRC ","brown"
"STRN3","yellow"
"STRN4","green"
"STS","green"
"STT3A","blue"
"STT3B","blue"
"STUB1","grey"
"STX10","green"
"STX11","yellow"
"STX12","yellow"
"STX16","yellow"
"STX17","grey"
"STX18","grey"
"STX1A","brown"
"STX2","blue"
"STX3","yellow"
"STX4","red"
"STX5","grey"
"STX6","green"
"STX7","yellow"
"STX8","turquoise"
"STXBP1","grey"
"STXBP2","black"
"STXBP3","yellow"
"STXBP5","yellow"
"STYX","blue"
"STYXL1","red"
"SUB1","yellow"
"SUCLA2","blue"
"SUCLG1","black"
"SUCLG2","blue"
"SUCNR1","grey"
"SUDS3","yellow"
"SUFU","brown"
"SUGT1","turquoise"
"SULF2","green"
"SULT1A1 ","green"
"SULT1A3 ","turquoise"
"SULT1B1","black"
"SUMF1","yellow"
"SUMF2","turquoise"
"SUMO1","yellow"
"SUMO2","blue"
"SUMO3","grey"
"SUN1","blue"
"SUN2","turquoise"
"SUOX","black"
"SUPT16H","blue"
"SUPT3H","grey"
"SUPT4H1","red"
"SUPT5H","grey"
"SUPT6H","red"
"SUPT7L","blue"
"SUPV3L1","turquoise"
"SURF1","turquoise"
"SURF2","turquoise"
"SURF4","grey"
"SURF6","turquoise"
"SUSD1","black"
"SUSD3","grey"
"SUV39H1","grey"
"SUV39H2","pink"
"SUV420H1","red"
"SUV420H2","brown"
"SUZ12","yellow"
"SVIL","red"
"SVIP","black"
"SWAP70","blue"
"SYAP1","grey"
"SYCE2","brown"
"SYCP2","yellow"
"SYDE1","brown"
"SYF2","yellow"
"SYK","red"
"SYMPK","grey"
"SYN2","black"
"SYNCRIP","blue"
"SYNE1","grey"
"SYNE2","turquoise"
"SYNGR1","grey"
"SYNGR2","black"
"SYNJ1","yellow"
"SYNJ2","grey"
"SYNJ2BP","turquoise"
"SYNM","brown"
"SYNPO","brown"
"SYNPO2","brown"
"SYNRG","blue"
"SYP","brown"
"SYPL1","yellow"
"SYS1","blue"
"SYT11","grey"
"SYT17","grey"
"SYT5","brown"
"SYT8","brown"
"SYTL1","green"
"SYTL2","turquoise"
"SYTL3","red"
"SYTL4","grey"
"SYVN1","blue"
"TAB1","turquoise"
"TAB2","yellow"
"TAB3","yellow"
"TACC1","green"
"TACC3","red"
"TACO1","grey"
"TACSTD2","grey"
"TADA1","blue"
"TADA2B","red"
"TADA3","black"
"TAF1","blue"
"TAF10","grey"
"TAF11","blue"
"TAF12","yellow"
"TAF15","blue"
"TAF1B","blue"
"TAF1C","turquoise"
"TAF1D","blue"
"TAF2","turquoise"
"TAF3","turquoise"
"TAF4","blue"
"TAF5","blue"
"TAF5L","blue"
"TAF6","turquoise"
"TAF6L","brown"
"TAF7","yellow"
"TAF8","yellow"
"TAF9","blue"
"TAF9B","blue"
"TAGAP","grey"
"TAGLN","grey"
"TAGLN2","green"
"TAL1","pink"
"TALDO1","green"
"TANC2","red"
"TANK","yellow"
"TAOK1","red"
"TAOK2","grey"
"TAOK3","green"
"TAP1","grey"
"TAP2","grey"
"TAPBP","red"
"TAPBPL","green"
"TAPT1","blue"
"TARBP1","turquoise"
"TARBP2","grey"
"TARDBP","blue"
"TARM1","grey"
"TARP ","turquoise"
"TARS","grey"
"TARSL2","blue"
"TAS1R1","brown"
"TAS1R3","brown"
"TATDN1","blue"
"TATDN2","turquoise"
"TATDN3","yellow"
"TAX1BP1","pink"
"TAX1BP3","grey"
"TAZ","red"
"TBC1D1","green"
"TBC1D10A","green"
"TBC1D10B","red"
"TBC1D10C","green"
"TBC1D13","grey"
"TBC1D14","red"
"TBC1D15","yellow"
"TBC1D17","brown"
"TBC1D2","red"
"TBC1D20","black"
"TBC1D22A","green"
"TBC1D22B","pink"
"TBC1D23","yellow"
"TBC1D24","brown"
"TBC1D25","brown"
"TBC1D26 ","brown"
"TBC1D2B","green"
"TBC1D3 ","green"
"TBC1D4","blue"
"TBC1D5","green"
"TBC1D7","black"
"TBC1D8","black"
"TBC1D9","blue"
"TBC1D9B","grey"
"TBCA","black"
"TBCB","black"
"TBCC","yellow"
"TBCD","turquoise"
"TBCE","grey"
"TBCEL","pink"
"TBCK","blue"
"TBK1","yellow"
"TBKBP1","red"
"TBL1X","green"
"TBL1XR1","black"
"TBL2","grey"
"TBL3","turquoise"
"TBP","blue"
"TBPL1","pink"
"TBRG1","green"
"TBRG4","turquoise"
"TBX1","brown"
"TBX15","brown"
"TBX19","grey"
"TBX21","turquoise"
"TBX6","brown"
"TBXA2R","grey"
"TBXAS1","red"
"TC2N","turquoise"
"TCAP","brown"
"TCEA1","pink"
"TCEA2","turquoise"
"TCEA3","turquoise"
"TCEAL1","blue"
"TCEAL3","turquoise"
"TCEAL3 ","turquoise"
"TCEAL4","blue"
"TCEAL8","blue"
"TCEANC","pink"
"TCEB1","black"
"TCEB2","pink"
"TCEB3","blue"
"TCERG1","blue"
"TCF12","blue"
"TCF19","pink"
"TCF20","green"
"TCF23","brown"
"TCF25","green"
"TCF3","pink"
"TCF4","grey"
"TCF7","turquoise"
"TCF7L1","brown"
"TCF7L2","yellow"
"TCFL5","yellow"
"TCHP","turquoise"
"TCIRG1","red"
"TCL1A","turquoise"
"TCN1","black"
"TCN2","grey"
"TCOF1","turquoise"
"TCP1","blue"
"TCP10L","brown"
"TCP11L2","pink"
"TCTA","red"
"TCTE1","brown"
"TCTEX1D1","black"
"TCTN1","turquoise"
"TCTN3","blue"
"TDG","yellow"
"TDGF3","brown"
"TDP1","blue"
"TDP2","yellow"
"TDRD7","yellow"
"TDRD9","black"
"TDRG1","brown"
"TEAD1","grey"
"TEAD2","brown"
"TECPR1","red"
"TECPR2","red"
"TECR","turquoise"
"TEF","turquoise"
"TEKT4","brown"
"TELO2","brown"
"TEP1","blue"
"TERF1","blue"
"TERF2","turquoise"
"TERF2IP","pink"
"TES","yellow"
"TESC","brown"
"TESK1","grey"
"TESK2","yellow"
"TET2","yellow"
"TET3","yellow"
"TEX10","turquoise"
"TEX2","grey"
"TEX261","turquoise"
"TEX264","turquoise"
"TF","brown"
"TFAM","turquoise"
"TFB1M","blue"
"TFB2M","blue"
"TFCP2","blue"
"TFDP1","pink"
"TFDP2","pink"
"TFE3","grey"
"TFEB","green"
"TFEC","yellow"
"TFF3","black"
"TFG","yellow"
"TFIP11","green"
"TFPI","grey"
"TFPT","grey"
"TFR2","pink"
"TFRC","pink"
"TGDS","blue"
"TGFA","yellow"
