"iteration","seed","algorithm","gene","importance","rank","selected"
14,20270732,"Ranger","RASGRP1",0.00281385281385281,54,FALSE
14,20270732,"Ranger","NDNL2",0.00280895915678524,55,FALSE
14,20270732,"Ranger","Septin 1",0.00276353276353276,56,FALSE
14,20270732,"Ranger","SBK1",0.00265263157894737,57,FALSE
14,20270732,"Ranger","S100A12",0.00263993316624896,58,FALSE
14,20270732,"Ranger","ARHGEF18",0.00254830917874396,59,FALSE
14,20270732,"Ranger","S100A8",0.00253968253968254,60,FALSE
14,20270732,"Ranger","MRPS18B",0.00233333333333333,61,FALSE
14,20270732,"Ranger","CKAP4",0.00222222222222222,62,FALSE
14,20270732,"Ranger","CR1",0.00211180124223602,63,FALSE
14,20270732,"Ranger","CD74",0.0019047619047619,64,FALSE
14,20270732,"Ranger","FAIM3",0.0019047619047619,65,FALSE
14,20270732,"Ranger","RGL4",0.00186666666666667,66,FALSE
14,20270732,"Ranger","TRAF5",0.00173913043478261,67,FALSE
14,20270732,"Ranger","RAB32",0.00166666666666667,68,FALSE
14,20270732,"Ranger","OPLAH",0.00158730158730159,69,FALSE
14,20270732,"Ranger","MBOAT2",0.00156862745098039,70,FALSE
14,20270732,"Ranger","SKAP1",0.00153846153846154,71,FALSE
14,20270732,"Ranger","UBASH3A",0.00144927536231884,72,FALSE
14,20270732,"Ranger","P2RY10",0.00144927536231884,73,FALSE
14,20270732,"Ranger","ZDHHC3",0.00126984126984127,74,FALSE
14,20270732,"Ranger","SERPINB1",0.00126984126984127,75,FALSE
14,20270732,"Ranger","MAPK14",0.00123456790123457,76,FALSE
14,20270732,"Ranger","FBXO21",0.00105263157894737,77,FALSE
14,20270732,"Ranger","NLRC3",0.001,78,FALSE
14,20270732,"Ranger","UGCG",0.000952380952380952,79,FALSE
14,20270732,"Ranger","KLRG1",0.000869565217391304,80,FALSE
14,20270732,"Ranger","THEM4",0.000869565217391304,81,FALSE
14,20270732,"Ranger","PRKCQ",0,82,FALSE
14,20270732,"Ranger","PJA1",0,83,FALSE
14,20270732,"Ranger","CD96",0,84,FALSE
14,20270732,"Ranger","FAM102A",0,85,FALSE
14,20270732,"Ranger","BLCAP",0,86,FALSE
14,20270732,"Ranger","PAQR8",0,87,FALSE
14,20270732,"Ranger","BMX",0,88,FALSE
14,20270732,"Ranger","PLEKHA1",0,89,FALSE
14,20270732,"Ranger","C2orf89",0,90,FALSE
14,20270732,"Ranger","WDR54",0,91,FALSE
14,20270732,"Ranger","BTN3A3",0,92,FALSE
14,20270732,"Ranger","RFTN1",0,93,FALSE
14,20270732,"Ranger","DYRK2",0,94,FALSE
14,20270732,"Ranger","ABLIM1",0,95,FALSE
14,20270732,"Ranger","LILRA6",0,96,FALSE
14,20270732,"Ranger","TSHZ1",0,97,FALSE
14,20270732,"Ranger","KLF12",0,98,FALSE
14,20270732,"Ranger","CA4",0,99,FALSE
14,20270732,"Ranger","IRAK3",0,100,FALSE
14,20270732,"XGBoost","C19orf59",0.692091984175952,1,TRUE
14,20270732,"XGBoost","ARG1",0.247085461674867,2,TRUE
14,20270732,"XGBoost","ANXA3",0.0517083883382904,3,TRUE
14,20270732,"XGBoost","HK3",0.00676686516595867,4,TRUE
14,20270732,"XGBoost","C5orf32",0.00234730064493216,5,TRUE
15,20270733,"LASSO","PAFAH2",1.01863513688628,1,TRUE
15,20270733,"LASSO","DYRK2",0.815516546364804,2,TRUE
15,20270733,"LASSO","TSHZ1",0.714545437211558,3,TRUE
15,20270733,"LASSO","RPL23A",0.709679612203603,4,TRUE
15,20270733,"LASSO","RPS4X",0.541793299423053,5,TRUE
15,20270733,"LASSO","SH3YL1",0.376796744055746,6,TRUE
15,20270733,"LASSO","ARG1",0.313313406244313,7,TRUE
15,20270733,"LASSO","P2RY10",0.166056035730006,8,TRUE
15,20270733,"LASSO","SLC22A4",0.0788382291619575,9,TRUE
15,20270733,"LASSO","SBK1",0.0330768756117651,10,TRUE
15,20270733,"LASSO","METTL9",0.0257176531141803,11,TRUE
15,20270733,"LASSO","HP",0.0253654477094554,12,TRUE
15,20270733,"LASSO","ATP8B2",0.0126983167598622,13,TRUE
15,20270733,"glmBoost","PAFAH2",0.433581294441255,1,TRUE
15,20270733,"glmBoost","DYRK2",0.379459202405691,2,TRUE
15,20270733,"glmBoost","TSHZ1",0.250368584372361,3,TRUE
15,20270733,"glmBoost","RPL23A",0.243087105370437,4,TRUE
15,20270733,"glmBoost","RPS4X",0.235485176336068,5,TRUE
15,20270733,"glmBoost","SH3YL1",0.161237089370782,6,TRUE
15,20270733,"glmBoost","BCL11B",0.115188054495645,7,TRUE
15,20270733,"glmBoost","ARG1",0.089314758317932,8,TRUE
15,20270733,"glmBoost","S100A8",0.0542822451881768,9,TRUE
15,20270733,"glmBoost","GLTSCR2",0.0539280253888954,10,TRUE
15,20270733,"glmBoost","P2RY10",0.051424667058485,11,TRUE
15,20270733,"glmBoost","HP",0.0410413156061614,12,TRUE
15,20270733,"glmBoost","SLC22A4",0.0335521327505067,13,TRUE
15,20270733,"glmBoost","METTL9",0.0313633091087717,14,TRUE
15,20270733,"Ranger","RPL23A",0.0211800164239524,1,TRUE
15,20270733,"Ranger","PRKCQ",0.0207035624917103,2,TRUE
15,20270733,"Ranger","TSHZ1",0.0189182186573491,3,TRUE
15,20270733,"Ranger","TRA@",0.0155997657736788,4,TRUE
15,20270733,"Ranger","CD3D",0.0150582824582825,5,TRUE
15,20270733,"Ranger","RPL22",0.0139812911725955,6,TRUE
15,20270733,"Ranger","BCL11B",0.0129391417972654,7,TRUE
15,20270733,"Ranger","C5orf32",0.0127840133296655,8,TRUE
15,20270733,"Ranger","NDNL2",0.0127234166799384,9,TRUE
15,20270733,"Ranger","NMT2",0.0121971530726859,10,TRUE
15,20270733,"Ranger","TTC39C",0.0116690853156057,11,TRUE
15,20270733,"Ranger","S100A8",0.0108985507246377,12,TRUE
15,20270733,"Ranger","RRP1B",0.0108946859903382,13,TRUE
15,20270733,"Ranger","NLRC3",0.00973745143745144,14,TRUE
15,20270733,"Ranger","NELL2",0.0094088251674939,15,TRUE
15,20270733,"Ranger","FBXO21",0.00935487758810772,16,TRUE
15,20270733,"Ranger","GLOD4",0.00863012273767423,17,TRUE
15,20270733,"Ranger","DYRK2",0.00854580604580605,18,TRUE
15,20270733,"Ranger","LPXN",0.00810025062656642,19,TRUE
15,20270733,"Ranger","ARL2BP",0.00770635451505017,20,TRUE
15,20270733,"Ranger","GPR183",0.00769872639437857,21,FALSE
15,20270733,"Ranger","CD96",0.00755555555555555,22,FALSE
15,20270733,"Ranger","WWP1",0.00693347499182739,23,FALSE
15,20270733,"Ranger","PAFAH2",0.0063490742666944,24,FALSE
15,20270733,"Ranger","KLF12",0.0062695652173913,25,FALSE
15,20270733,"Ranger","SH3YL1",0.00625936382458122,26,FALSE
15,20270733,"Ranger","IMP3",0.00608566827697262,27,FALSE
15,20270733,"Ranger","CD6",0.00568196248196248,28,FALSE
15,20270733,"Ranger","LPIN1",0.00565217391304348,29,FALSE
15,20270733,"Ranger","TTC19",0.00564389233954451,30,FALSE
15,20270733,"Ranger","GLTSCR2",0.00558181818181818,31,FALSE
15,20270733,"Ranger","GOLGA8A",0.0053371578099839,32,FALSE
15,20270733,"Ranger","GATA3",0.00530093481397829,33,FALSE
15,20270733,"Ranger","C19orf59",0.00526374859708193,34,FALSE
15,20270733,"Ranger","RFTN1",0.00493053613053613,35,FALSE
15,20270733,"Ranger","ITK",0.00432806324110672,36,FALSE
15,20270733,"Ranger","RPL19",0.004171802054155,37,FALSE
15,20270733,"Ranger","DCAF16",0.00396969696969697,38,FALSE
15,20270733,"Ranger","LEF1",0.00369378306878307,39,FALSE
15,20270733,"Ranger","ARG1",0.0035812865497076,40,FALSE
15,20270733,"Ranger","GADD45A",0.00355339105339105,41,FALSE
15,20270733,"Ranger","RPL10A",0.00337510442773601,42,FALSE
15,20270733,"Ranger","DDX18",0.00327777777777778,43,FALSE
15,20270733,"Ranger","EVL",0.0032712215320911,44,FALSE
15,20270733,"Ranger","KIAA0748",0.00325396825396825,45,FALSE
15,20270733,"Ranger","RASGRP1",0.00323809523809524,46,FALSE
15,20270733,"Ranger","ABLIM1",0.00305555555555556,47,FALSE
15,20270733,"Ranger","UBE2F",0.00303508771929825,48,FALSE
15,20270733,"Ranger","PLEKHA1",0.00300956937799043,49,FALSE
15,20270733,"Ranger","NIPAL3",0.00287179487179487,50,FALSE
15,20270733,"Ranger","C16orf80",0.0026031746031746,51,FALSE
15,20270733,"Ranger","DPP4",0.00247017543859649,52,FALSE
15,20270733,"Ranger","FLT3LG",0.00240165631469979,53,FALSE
15,20270733,"Ranger","TTC3",0.00239398819108964,54,FALSE
15,20270733,"Ranger","RPS4X",0.00231884057971015,55,FALSE
15,20270733,"Ranger","HP",0.00224927536231884,56,FALSE
15,20270733,"Ranger","SBK1",0.00211180124223603,57,FALSE
15,20270733,"Ranger","FAM162A",0.00166666666666667,58,FALSE
15,20270733,"Ranger","GIMAP6",0.00166666666666667,59,FALSE
15,20270733,"Ranger","UBASH3A",0.00158730158730159,60,FALSE
15,20270733,"Ranger","THEM4",0.00140350877192982,61,FALSE
15,20270733,"Ranger","S100A12",0.00138888888888889,62,FALSE
15,20270733,"Ranger","EIF3F",0.00125,63,FALSE
15,20270733,"Ranger","USP32",0.00121212121212121,64,FALSE
15,20270733,"Ranger","STMN3",0.00115942028985507,65,FALSE
15,20270733,"Ranger","Septin 9",0.00111111111111111,66,FALSE
15,20270733,"Ranger","KCNA3",0.00111111111111111,67,FALSE
15,20270733,"Ranger","TNFRSF25",0.00111111111111111,68,FALSE
15,20270733,"Ranger","NOB1",0.001,69,FALSE
15,20270733,"Ranger","REPS1",0.000869565217391304,70,FALSE
15,20270733,"Ranger","FAM102A",0.000701754385964912,71,FALSE
15,20270733,"Ranger","FAM78A",0.000579710144927536,72,FALSE
15,20270733,"Ranger","UPP1",0.000476190476190476,73,FALSE
15,20270733,"Ranger","PJA1",0,74,FALSE
15,20270733,"Ranger","ATP8B2",0,75,FALSE
15,20270733,"Ranger","PAQR8",0,76,FALSE
15,20270733,"Ranger","C2orf89",0,77,FALSE
15,20270733,"Ranger","INPP4B",0,78,FALSE
15,20270733,"Ranger","LDHB",0,79,FALSE
15,20270733,"Ranger","P2RY10",0,80,FALSE
15,20270733,"Ranger","ZNF573",0,81,FALSE
15,20270733,"Ranger","PECI",0,82,FALSE
15,20270733,"Ranger","PEBP1",0,83,FALSE
15,20270733,"Ranger","CD5",0,84,FALSE
15,20270733,"Ranger","NACA",0,85,FALSE
15,20270733,"Ranger","FBXL16",0,86,FALSE
15,20270733,"Ranger","SIDT1",0,87,FALSE
15,20270733,"Ranger","ANXA3",0,88,FALSE
15,20270733,"Ranger","LY9",0,89,FALSE
15,20270733,"Ranger","BCKDHB",0,90,FALSE
15,20270733,"Ranger","ZNHIT6",0,91,FALSE
15,20270733,"Ranger","EPHX2",0,92,FALSE
15,20270733,"Ranger","SDAD1",0,93,FALSE
15,20270733,"Ranger","LCK",0,94,FALSE
15,20270733,"Ranger","METTL9",0,95,FALSE
15,20270733,"Ranger","NPAT",0,96,FALSE
15,20270733,"Ranger","IL11RA",0,97,FALSE
15,20270733,"Ranger","CSRP2BP",0,98,FALSE
15,20270733,"Ranger","PRPS1",0,99,FALSE
15,20270733,"Ranger","SLC22A4",0,100,FALSE
15,20270733,"XGBoost","DYRK2",0.86085360721381,1,TRUE
15,20270733,"XGBoost","BCL11B",0.0767529924438193,2,TRUE
15,20270733,"XGBoost","NMT2",0.0598286542762667,3,TRUE
15,20270733,"XGBoost","RPS4X",0.00256474606610422,4,TRUE
16,20270734,"LASSO","HK3",1.29993597745275,1,TRUE
16,20270734,"LASSO","HMGN3",0.645915720132577,2,TRUE
16,20270734,"LASSO","FCER1A",0.564298349174904,3,TRUE
16,20270734,"LASSO","S100A8",0.509261854432938,4,TRUE
16,20270734,"LASSO","BCKDHB",0.484374030025802,5,TRUE
16,20270734,"LASSO","P2RY10",0.472633454830091,6,TRUE
16,20270734,"LASSO","ARG1",0.422090343746005,7,TRUE
16,20270734,"LASSO","CSRP2BP",0.376330341401097,8,TRUE
16,20270734,"LASSO","CD177",0.362708856942663,9,TRUE
16,20270734,"LASSO","UGCG",0.152122970252622,10,TRUE
16,20270734,"LASSO","SH3YL1",0.0988723817037932,11,TRUE
16,20270734,"glmBoost","C19orf59",0.365725643806783,1,TRUE
16,20270734,"glmBoost","ARG1",0.320997598434341,2,TRUE
16,20270734,"glmBoost","HK3",0.281861465734093,3,TRUE
16,20270734,"glmBoost","S100A8",0.225253601573651,4,TRUE
16,20270734,"glmBoost","P2RY10",0.201636961078614,5,TRUE
16,20270734,"glmBoost","FCER1A",0.200287128606854,6,TRUE
16,20270734,"glmBoost","HMGN3",0.18278801622325,7,TRUE
16,20270734,"glmBoost","BCKDHB",0.182498387411798,8,TRUE
16,20270734,"glmBoost","CSRP2BP",0.0558062675841638,9,TRUE
16,20270734,"glmBoost","SH3YL1",0.053665299796938,10,TRUE
16,20270734,"glmBoost","GLOD4",0.0337145427682866,11,TRUE
16,20270734,"glmBoost","TCTN1",0.0257564070731237,12,TRUE
16,20270734,"glmBoost","CD177",0.022289806963793,13,TRUE
16,20270734,"Ranger","IL2RB",0.0213244573885306,1,TRUE
16,20270734,"Ranger","C5orf32",0.0209433167899987,2,TRUE
16,20270734,"Ranger","HK3",0.0198229934740232,3,TRUE
16,20270734,"Ranger","CD177",0.0170324191022132,4,TRUE
16,20270734,"Ranger","ANXA3",0.0163334326703892,5,TRUE
16,20270734,"Ranger","ARG1",0.0147618671183889,6,TRUE
16,20270734,"Ranger","UPP1",0.0141591247552346,7,TRUE
16,20270734,"Ranger","GPR84",0.0124279992005123,8,TRUE
16,20270734,"Ranger","S100A8",0.0123268042661635,9,TRUE
16,20270734,"Ranger","PRKCQ",0.0118501624431449,10,TRUE
16,20270734,"Ranger","TRA@",0.0117918552036199,11,TRUE
16,20270734,"Ranger","GYG1",0.0114167067500401,12,TRUE
16,20270734,"Ranger","ZDHHC3",0.0112332048830905,13,TRUE
16,20270734,"Ranger","AGAP4",0.00992071152849185,14,TRUE
16,20270734,"Ranger","PGS1",0.00852074883532684,15,TRUE
16,20270734,"Ranger","GATA3",0.00826777087646653,16,TRUE
16,20270734,"Ranger","P2RY10",0.0079132558262993,17,TRUE
16,20270734,"Ranger","SSBP2",0.00780151515151515,18,TRUE
16,20270734,"Ranger","NUP93",0.00764149504195271,19,TRUE
16,20270734,"Ranger","PJA1",0.00734893866198214,20,TRUE
16,20270734,"Ranger","C19orf59",0.00678726536621274,21,FALSE
16,20270734,"Ranger","HMGN3",0.00668252111760884,22,FALSE
16,20270734,"Ranger","FAM102A",0.00658414131896431,23,FALSE
16,20270734,"Ranger","S100A12",0.0065482081271555,24,FALSE
16,20270734,"Ranger","BMX",0.00652832244008715,25,FALSE
16,20270734,"Ranger","SH3YL1",0.00633604845446951,26,FALSE
16,20270734,"Ranger","NFE2",0.00609753853232114,27,FALSE
16,20270734,"Ranger","RFTN1",0.00601845522898155,28,FALSE
16,20270734,"Ranger","KIF1B",0.0052733860342556,29,FALSE
16,20270734,"Ranger","TMEM109",0.00522608695652174,30,FALSE
16,20270734,"Ranger","KDM2B",0.00519982433025911,31,FALSE
16,20270734,"Ranger","BCKDHB",0.00490324361628709,32,FALSE
16,20270734,"Ranger","LEF1",0.00455454545454546,33,FALSE
16,20270734,"Ranger","BCL11B",0.00437590187590188,34,FALSE
16,20270734,"Ranger","CD5",0.00421125276960517,35,FALSE
16,20270734,"Ranger","DOCK10",0.00368861283643892,36,FALSE
16,20270734,"Ranger","FXN",0.00366374269005848,37,FALSE
16,20270734,"Ranger","RGL4",0.00327017543859649,38,FALSE
16,20270734,"Ranger","GRB10",0.00301587301587302,39,FALSE
16,20270734,"Ranger","Septin 9",0.00279131496522801,40,FALSE
16,20270734,"Ranger","DDHD2",0.00266666666666667,41,FALSE
16,20270734,"Ranger","PLEKHA1",0.00263157894736842,42,FALSE
16,20270734,"Ranger","NELL2",0.00254830917874396,43,FALSE
16,20270734,"Ranger","UGCG",0.00254079254079254,44,FALSE
16,20270734,"Ranger","DNMT1",0.00252415458937198,45,FALSE
16,20270734,"Ranger","SERPINB1",0.0025,46,FALSE
16,20270734,"Ranger","RAB32",0.00244227994227994,47,FALSE
16,20270734,"Ranger","CSRP2BP",0.00238095238095238,48,FALSE
16,20270734,"Ranger","ABLIM1",0.00227053140096618,49,FALSE
16,20270734,"Ranger","RNASEN",0.00219001610305958,50,FALSE
16,20270734,"Ranger","TLR5",0.00217171717171717,51,FALSE
16,20270734,"Ranger","DDX18",0.00203086419753086,52,FALSE
16,20270734,"Ranger","MAFG",0.00195920558239399,53,FALSE
16,20270734,"Ranger","CKAP4",0.0019047619047619,54,FALSE
16,20270734,"Ranger","PATZ1",0.00182194616977226,55,FALSE
16,20270734,"Ranger","FAIM3",0.00181818181818182,56,FALSE
16,20270734,"Ranger","IMP3",0.00181818181818182,57,FALSE
16,20270734,"Ranger","CNIH4",0.00181286549707602,58,FALSE
16,20270734,"Ranger","RASGRP1",0.00174603174603175,59,FALSE
16,20270734,"Ranger","LILRA5",0.0016374269005848,60,FALSE
16,20270734,"Ranger","NLRC3",0.00161084529505582,61,FALSE
16,20270734,"Ranger","MMP9",0.00158730158730159,62,FALSE
16,20270734,"Ranger","TCTN1",0.00151515151515151,63,FALSE
16,20270734,"Ranger","DDX47",0.00144927536231884,64,FALSE
16,20270734,"Ranger","KIAA0182",0.00140350877192982,65,FALSE
16,20270734,"Ranger","IRAK3",0.00138888888888889,66,FALSE
16,20270734,"Ranger","IL1R2",0.00138888888888889,67,FALSE
16,20270734,"Ranger","HP",0.00133333333333333,68,FALSE
16,20270734,"Ranger","SMAD3",0.0012280701754386,69,FALSE
16,20270734,"Ranger","AGAP6",0.00118437118437118,70,FALSE
16,20270734,"Ranger","GADD45A",0.00115942028985507,71,FALSE
16,20270734,"Ranger","CD96",0.00111111111111111,72,FALSE
16,20270734,"Ranger","GLOD4",0.000987654320987654,73,FALSE
16,20270734,"Ranger","FCER1A",0.000987654320987654,74,FALSE
16,20270734,"Ranger","RBBP7",0.000869565217391304,75,FALSE
16,20270734,"Ranger","C2orf89",0.000864197530864198,76,FALSE
16,20270734,"Ranger","PRKCH",0.000833333333333333,77,FALSE
16,20270734,"Ranger","BTN3A3",0.00072463768115942,78,FALSE
16,20270734,"Ranger","SULT1B1",0.000701754385964912,79,FALSE
16,20270734,"Ranger","CDKN2D",0.000701754385964912,80,FALSE
16,20270734,"Ranger","C16orf80",0.000606060606060606,81,FALSE
16,20270734,"Ranger","PASK",0.000595238095238095,82,FALSE
16,20270734,"Ranger","RFX5",0.000526315789473684,83,FALSE
16,20270734,"Ranger","CLEC4D",0.000333333333333333,84,FALSE
16,20270734,"Ranger","IL11RA",0.000246913580246913,85,FALSE
16,20270734,"Ranger","MAPK14",0,86,FALSE
16,20270734,"Ranger","KIAA0748",0,87,FALSE
16,20270734,"Ranger","PGLYRP1",0,88,FALSE
16,20270734,"Ranger","METTL9",0,89,FALSE
16,20270734,"Ranger","DCAF16",0,90,FALSE
16,20270734,"Ranger","EVL",0,91,FALSE
16,20270734,"Ranger","PAFAH2",0,92,FALSE
16,20270734,"Ranger","FBXL16",0,93,FALSE
16,20270734,"Ranger","GPR183",0,94,FALSE
16,20270734,"Ranger","ZNHIT6",0,95,FALSE
16,20270734,"Ranger","SRPK1",0,96,FALSE
16,20270734,"Ranger","KIAA1147",0,97,FALSE
16,20270734,"Ranger","EPHX2",0,98,FALSE
16,20270734,"Ranger","FBXO21",0,99,FALSE
16,20270734,"Ranger","DYRK2",0,100,FALSE
16,20270734,"XGBoost","ARG1",0.793285424576039,1,TRUE
16,20270734,"XGBoost","C19orf59",0.0933980917532271,2,TRUE
16,20270734,"XGBoost","HK3",0.0883781114005723,3,TRUE
16,20270734,"XGBoost","S100A8",0.0162058932123891,4,TRUE
16,20270734,"XGBoost","P2RY10",0.00873247905777292,5,TRUE
17,20270735,"LASSO","C19orf59",1.78791957136523,1,TRUE
17,20270735,"LASSO","FAM43A",0.924813626425429,2,TRUE
17,20270735,"LASSO","DDHD2",0.648872098244276,3,TRUE
17,20270735,"LASSO","ARG1",0.616415577037934,4,TRUE
17,20270735,"LASSO","CD177",0.523052591170963,5,TRUE
17,20270735,"LASSO","BCL2",0.469158954147207,6,TRUE
17,20270735,"LASSO","CCR3",0.311087923794082,7,TRUE
17,20270735,"LASSO","NLRC3",0.168950302352667,8,TRUE
17,20270735,"LASSO","RFX5",0.0926420641566719,9,TRUE
17,20270735,"LASSO","P2RY10",0.089089589278876,10,TRUE
17,20270735,"LASSO","S100A8",0.0598113382643913,11,TRUE
17,20270735,"LASSO","LIN7A",0.0553825506777416,12,TRUE
17,20270735,"glmBoost","C19orf59",0.775174840868056,1,TRUE
17,20270735,"glmBoost","ARG1",0.274662540902067,2,TRUE
17,20270735,"glmBoost","FAM43A",0.26034474080497,3,TRUE
17,20270735,"glmBoost","DDHD2",0.195771883492538,4,TRUE
17,20270735,"glmBoost","BCL2",0.155559817734203,5,TRUE
17,20270735,"glmBoost","CD177",0.128049774065501,6,TRUE
17,20270735,"glmBoost","CCR3",0.0837903386828509,7,TRUE
17,20270735,"glmBoost","S100A8",0.0740246107685944,8,TRUE
17,20270735,"glmBoost","P2RY10",0.0578192909621705,9,TRUE
17,20270735,"glmBoost","SDAD1",0.0375490864768082,10,TRUE
17,20270735,"glmBoost","RFX5",0.0375435033382253,11,TRUE
17,20270735,"glmBoost","FCER1A",0.0319191271250086,12,TRUE
17,20270735,"glmBoost","NLRC3",0.0266932685780145,13,TRUE
17,20270735,"Ranger","BCL2A1",0.019790984194493,1,TRUE
17,20270735,"Ranger","C5orf32",0.0159630390399,2,TRUE
17,20270735,"Ranger","TRA@",0.0142317283106757,3,TRUE
17,20270735,"Ranger","CD96",0.0131011719020872,4,TRUE
17,20270735,"Ranger","ARG1",0.0129701355937054,5,TRUE
17,20270735,"Ranger","ANXA3",0.0119840763524974,6,TRUE
17,20270735,"Ranger","UPP1",0.0116610845295056,7,TRUE
17,20270735,"Ranger","HK3",0.0114266306961959,8,TRUE
17,20270735,"Ranger","C19orf59",0.0110359118420588,9,TRUE
17,20270735,"Ranger","GATA3",0.0106938332453207,10,TRUE
17,20270735,"Ranger","DNMT1",0.00917643251739362,11,TRUE
17,20270735,"Ranger","CD177",0.00901228401228401,12,TRUE
17,20270735,"Ranger","ACSS1",0.00895581131003126,13,TRUE
17,20270735,"Ranger","DDAH2",0.00888487886382623,14,TRUE
17,20270735,"Ranger","SERPINB1",0.00869488536155203,15,TRUE
17,20270735,"Ranger","RGL4",0.00858622456448543,16,TRUE
17,20270735,"Ranger","DPP4",0.0085819132558263,17,TRUE
17,20270735,"Ranger","RFX5",0.00831054634830379,18,TRUE
17,20270735,"Ranger","BCL2",0.0079916487162864,19,TRUE
17,20270735,"Ranger","NFATC2",0.00732301273605621,20,TRUE
17,20270735,"Ranger","CKAP4",0.0070978354978355,21,FALSE
17,20270735,"Ranger","S100A12",0.00702553485162181,22,FALSE
17,20270735,"Ranger","DCAF16",0.00669797352406048,23,FALSE
17,20270735,"Ranger","NUP93",0.00664519592055824,24,FALSE
17,20270735,"Ranger","IL1R2",0.00638694638694639,25,FALSE
17,20270735,"Ranger","P2RY10",0.00636231884057971,26,FALSE
17,20270735,"Ranger","ESYT1",0.00634025974025974,27,FALSE
17,20270735,"Ranger","BCL11B",0.0060744857312363,28,FALSE
17,20270735,"Ranger","IARS",0.00596875346875347,29,FALSE
17,20270735,"Ranger","SPN",0.00590707070707071,30,FALSE
17,20270735,"Ranger","TH1L",0.00575335968379447,31,FALSE
17,20270735,"Ranger","AES",0.00573333333333333,32,FALSE
17,20270735,"Ranger","ITGB7",0.00555555555555555,33,FALSE
17,20270735,"Ranger","FLOT1",0.00547785547785548,34,FALSE
17,20270735,"Ranger","KDM2B",0.00545764895330113,35,FALSE
17,20270735,"Ranger","ABLIM1",0.00541007060572278,36,FALSE
17,20270735,"Ranger","S100A8",0.00500835421888053,37,FALSE
17,20270735,"Ranger","LBH",0.00472258820084907,38,FALSE
17,20270735,"Ranger","SLC2A14",0.00469576719576719,39,FALSE
17,20270735,"Ranger","SBK1",0.00440830280830281,40,FALSE
17,20270735,"Ranger","RASGRP1",0.00440634920634921,41,FALSE
17,20270735,"Ranger","LIN7A",0.00438694638694639,42,FALSE
17,20270735,"Ranger","NLRC3",0.00401754385964912,43,FALSE
17,20270735,"Ranger","PRKCQ",0.00378260869565217,44,FALSE
17,20270735,"Ranger","LILRA5",0.00376068376068376,45,FALSE
17,20270735,"Ranger","SIRPG",0.00372670807453416,46,FALSE
17,20270735,"Ranger","NMT2",0.00362745098039216,47,FALSE
17,20270735,"Ranger","FCAR",0.0035882441145599,48,FALSE
17,20270735,"Ranger","CYB561",0.00357142857142857,49,FALSE
17,20270735,"Ranger","TCTN1",0.00357048748353096,50,FALSE
17,20270735,"Ranger","PARP1",0.00355731225296443,51,FALSE
17,20270735,"Ranger","CD59",0.00353260869565217,52,FALSE
17,20270735,"Ranger","MBOAT2",0.00337878787878788,53,FALSE
17,20270735,"Ranger","HLA-DMB",0.00311515151515152,54,FALSE
17,20270735,"Ranger","TRD@",0.00307692307692308,55,FALSE
17,20270735,"Ranger","DOCK10",0.003,56,FALSE
17,20270735,"Ranger","IRAK3",0.00295289855072464,57,FALSE
17,20270735,"Ranger","IMP3",0.00293815346446925,58,FALSE
17,20270735,"Ranger","SSRP1",0.00281818181818182,59,FALSE
17,20270735,"Ranger","PJA1",0.00281414237935977,60,FALSE
17,20270735,"Ranger","PGS1",0.0027994227994228,61,FALSE
17,20270735,"Ranger","ROPN1L",0.0026984126984127,62,FALSE
17,20270735,"Ranger","DDHD2",0.00256862745098039,63,FALSE
17,20270735,"Ranger","CD247",0.0024025974025974,64,FALSE
17,20270735,"Ranger","ST6GAL1",0.00226984126984127,65,FALSE
17,20270735,"Ranger","BMX",0.00223529411764706,66,FALSE
17,20270735,"Ranger","FBXL16",0.00222222222222222,67,FALSE
17,20270735,"Ranger","CCR3",0.00215161649944259,68,FALSE
17,20270735,"Ranger","RAB32",0.00207017543859649,69,FALSE
17,20270735,"Ranger","PGD",0.00202898550724638,70,FALSE
17,20270735,"Ranger","ADAM9",0.00197530864197531,71,FALSE
17,20270735,"Ranger","FAM102A",0.00196172248803828,72,FALSE
17,20270735,"Ranger","DDX24",0.00176984126984127,73,FALSE
17,20270735,"Ranger","FAM43A",0.00173913043478261,74,FALSE
17,20270735,"Ranger","GYG1",0.00166666666666667,75,FALSE
17,20270735,"Ranger","SDAD1",0.00162071846282373,76,FALSE
17,20270735,"Ranger","CD74",0.00158730158730159,77,FALSE
17,20270735,"Ranger","PRPF19",0.00151515151515152,78,FALSE
17,20270735,"Ranger","NIPAL3",0.00133333333333333,79,FALSE
17,20270735,"Ranger","AQP3",0.00133333333333333,80,FALSE
17,20270735,"Ranger","GADD45A",0.00128205128205128,81,FALSE
17,20270735,"Ranger","LCK",0.00128205128205128,82,FALSE
17,20270735,"Ranger","FLT3LG",0.00121212121212121,83,FALSE
17,20270735,"Ranger","FAIM3",0.00115942028985507,84,FALSE
17,20270735,"Ranger","SKAP1",0.00102564102564103,85,FALSE
17,20270735,"Ranger","SAMSN1",0.001,86,FALSE
17,20270735,"Ranger","EVL",0.000888888888888889,87,FALSE
17,20270735,"Ranger","CLEC4D",0,88,FALSE
17,20270735,"Ranger","MAPK14",0,89,FALSE
17,20270735,"Ranger","FCER1A",0,90,FALSE
17,20270735,"Ranger","METTL9",0,91,FALSE
17,20270735,"Ranger","CD27",0,92,FALSE
